# irsim weather v1
# SYNTHETIC fair-weather cumulus day, 48 h from 2024-06-21T00:00Z, local = UTC+2.
# Generated by scripts/generate_weather.py (irsim.thermal.weather_io.synthetic_clear_day):
# sinusoidal T_air 294.15 +- 4.5 K (max 15:00 local), RH from a 13 C dew point, half-sine
# DNI 800 / DHI 180 W m^-2 between 05:30 and 21:00 local, wind 3.5 m/s, cloud 0.45 (SCT,
# 3-4 oktas), visibility 25 km. The sky-target condition: cloud WITH gaps, so the direct
# beam survives and cloud edges are clutter. Not a measurement; a documented fixture (ADR 0032).
time_utc,t_air_k,rh_fraction,wind_speed_m_s,cloud_fraction,dni_w_m2,dhi_w_m2,visibility_m,precip_mm_h
2024-06-21T00:00:00Z,289.80333378169917,0.7901254437530107,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-21T01:00:00Z,289.65,0.7978698188927061,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-21T02:00:00Z,289.80333378169917,0.7901254437530107,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-21T03:00:00Z,290.25288568297003,0.7679014435289666,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-21T04:00:00Z,290.9680194846605,0.7339775787966377,3.5,0.45,80.93465758994573,18.21029795773779,25000.0,0.0
2024-06-21T05:00:00Z,291.9,0.6922622035303757,3.5,0.45,239.49049837868634,53.885362135204424,25000.0,0.0
2024-06-21T06:00:00Z,292.98531429703866,0.6469999062433575,3.5,0.45,388.2415700248648,87.35435325559459,25000.0,0.0
2024-06-21T07:00:00Z,294.15,0.6020856322279401,3.5,0.45,521.0979861777777,117.24704689,25000.0,0.0
2024-06-21T08:00:00Z,295.3146857029613,0.5606428356791479,3.5,0.45,632.6205895501588,142.33963264878574,25000.0,0.0
2024-06-21T09:00:00Z,296.4,0.5248901473801109,3.5,0.45,718.2436316565933,161.6048171227335,25000.0,0.0
2024-06-21T10:00:00Z,297.33198051533947,0.49622530771155154,3.5,0.45,774.4616950929634,174.25388139591678,25000.0,0.0
2024-06-21T11:00:00Z,298.0471143170299,0.47542173130370813,3.5,0.45,798.9732057368423,179.7689712907895,25000.0,0.0
2024-06-21T12:00:00Z,298.4966662183008,0.4628468461325584,3.5,0.45,790.7746594624891,177.92429837906005,25000.0,0.0
2024-06-21T13:00:00Z,298.65,0.45864370179761754,3.5,0.45,750.2017057176645,168.7953837864745,25000.0,0.0
2024-06-21T14:00:00Z,298.4966662183008,0.4628468461325584,3.5,0.45,678.9154059958007,152.75596634905517,25000.0,0.0
2024-06-21T15:00:00Z,298.0471143170299,0.47542173130370813,3.5,0.45,579.8342297832962,130.46270170124163,25000.0,0.0
2024-06-21T16:00:00Z,297.33198051533947,0.49622530771155154,3.5,0.45,457.0145720758338,102.82827871706262,25000.0,0.0
2024-06-21T17:00:00Z,296.4,0.5248901473801109,3.5,0.45,315.48468409065487,70.98405392039734,25000.0,0.0
2024-06-21T18:00:00Z,295.3146857029613,0.5606428356791479,3.5,0.45,161.03881607092814,36.23373361595883,25000.0,0.0
2024-06-21T19:00:00Z,294.15,0.6020856322279401,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-21T20:00:00Z,292.98531429703866,0.6469999062433575,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-21T21:00:00Z,291.9,0.6922622035303757,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-21T22:00:00Z,290.9680194846605,0.7339775787966377,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-21T23:00:00Z,290.25288568297003,0.7679014435289666,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-22T00:00:00Z,289.80333378169917,0.7901254437530107,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-22T01:00:00Z,289.65,0.7978698188927061,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-22T02:00:00Z,289.80333378169917,0.7901254437530107,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-22T03:00:00Z,290.25288568297003,0.7679014435289666,3.5,0.45,0.0,0.0,25000.0,0.0
2024-06-22T04:00:00Z,290.9680194846605,0.7339775787966377,3.5,0.45,80.93465758994573,18.21029795773779,25000.0,0.0
2024-06-22T05:00:00Z,291.9,0.6922622035303757,3.5,0.45,239.49049837868634,53.885362135204424,25000.0,0.0
2024-06-22T06:00:00Z,292.98531429703866,0.6469999062433575,3.5,0.45,388.2415700248648,87.35435325559459,25000.0,0.0
2024-06-22T07:00:00Z,294.15,0.6020856322279401,3.5,0.45,521.0979861777777,117.24704689,25000.0,0.0
2024-06-22T08:00:00Z,295.3146857029613,0.5606428356791479,3.5,0.45,632.6205895501588,142.33963264878574,25000.0,0.0
2024-06-22T09:00:00Z,296.4,0.5248901473801109,3.5,0.45,718.2436316565933,161.6048171227335,25000.0,0.0
2024-06-22T10:00:00Z,297.33198051533947,0.49622530771155154,3.5,0.45,774.4616950929634,174.25388139591678,25000.0,0.0
2024-06-22T11:00:00Z,298.0471143170299,0.47542173130370813,3.5,0.45,798.9732057368423,179.7689712907895,25000.0,0.0
